INCLY,INCLZ,INCLX
2.3180088996,83.5123825073,-5.8709678649
2.0129077434,83.8368988037,-6.1548204421
1.9208988189,83.5958328247,-5.9460072517
1.7387675285,83.8488693237,-5.9745092391
2.1197021007,83.7036743164,-6.0147886276
1.8014239311,83.7649841308,-6.0495667457
2.0769891738,83.646949768,-6.1400179862
1.984275341,83.5906143188,-5.9988427162
1.8783593177,83.7575454711,-5.9834022521
2.0454547405,83.7198638916,-6.0332317352
2.1842176914,83.6264495849,-5.9613332748
1.797728157,83.8172683715,-6.150042057
2.1325833797,83.5336608886,-6.030380249
1.82515316,83.7431564331,-6.1464605331
1.80942173,83.6364212036,-5.6948275566
2.0901093482,83.9769973754,-6.0897665023
1.8306365013,83.6846923828,-5.9162130355
2.1319794654,83.7544326782,-6.1419034004
2.1392407417,83.5391464233,-5.8694252967
1.9853981018,83.847290039,-6.0443162918
2.1113893985,83.6405792236,-6.0129680633
2.1004743576,83.6738128662,-6.1458806991
1.9725543022,83.588645935,-5.9013500213
1.991316986,83.8151245117,-6.0045771598
2.0662701129,83.6930236816,-6.1120772361
2.0975158214,83.581085205,-5.8168091773
1.954078865,83.9072418212,-6.1426653861
2.0531406402,83.5664367675,-6.0777363777
1.8731681823,83.6837234497,-5.9529705047
1.9356965065,83.783706665,-6.3105025291
2.1224102973,83.3850402832,-5.9549331665
2.0135626792,83.7571640014,-6.0454912185
1.7846952438,83.7403411865,-6.0867276191
1.9260144233,83.6592712402,-6.0538463592
1.9784635543,83.6744079589,-6.0113863945
1.9552524566,83.7220458984,-6.054069519
1.973833847,83.6756439208,-5.9682598114
2.0678858757,83.7268371582,-6.1324591636
2.0633208751,83.5728530883,-5.8649454116
1.8520471572,83.8932723999,-6.0668182373
1.9555178642,83.6692047119,-5.9502596855
2.062230587,83.7457199096,-6.183666706
2.0214750766,83.5374984741,-5.9877147674
1.8393407821,83.7798233032,-5.9994945526
1.9014749526,83.7499313354,-5.9248046875
1.9809206962,83.7962112426,-5.9420399665
1.9911707878,83.7765884399,-5.9824166297
2.1040914058,83.7014541625,-5.9043593406
2.0646781921,83.7882766723,-5.8716192245
2.3042702674,83.7351074218,-5.7872314453
1.8539637565,83.9667739868,-6.0759077072
1.8223877906,83.7003479003,-6.1284971237
2.2162036895,83.525856018,-5.9364056587
1.9892887115,83.7825317382,-6.0070500373
1.7678267955,83.7820358276,-6.3701515197
1.8692487716,83.404724121,-6.1393666267
2.0429780483,83.572807312,-5.9427804946
2.1688170433,83.716796875,-6.085193634
2.0972039699,83.6066207885,-6.14320755
2.021629095,83.5759201049,-6.1564865112
2.0758013725,83.5460662841,-5.9867258071
1.8788491249,83.7689590454,-6.1763429641
2.2186489105,83.4799880981,-5.9178686141
1.951307106,83.8121871948,-5.8809518814
1.9481746673,83.8482513427,-6.2204728126
2.0061588287,83.5072479248,-5.9292120933
2.126866579,83.7439346313,-5.8113536834
2.0112042427,83.8938522338,-6.3037786483
1.9527820587,83.4439849853,-6.0187602043
2.0847661495,83.673538208,-6.0957126617
2.3060820102,83.5252151489,-5.9979982376
2.1095538139,83.6849212646,-5.9089360237
2.2124781608,83.7333221435,-6.0793123245
1.832906723,83.6940460205,-6.0492691993
1.8863824844,83.7069854736,-6.1425843238
1.9622509002,83.5949554443,-6.3205780982
1.8491524696,83.4580078125,-6.3179302215
2.147513628,83.369895935,-6.0389547348
2.0142133235,83.6772766113,-6.0387496948
2.0686049461,83.6599197387,-6.0727033615
1.9166137695,83.6755065917,-5.9481158256
1.8702868461,83.8083953857,-5.9096884727
2.1345450878,83.7597045898,-6.109989643
1.8788696289,83.6511993408,-6.0376253128
1.9865473747,83.6873016357,-5.9886989593
1.9110700607,83.7572860717,-5.8889641761
1.932687664,83.8455200195,-5.8498558998
2.187025547,83.797668457,-6.065709114
1.936684513,83.6760482788,-5.8636293411
1.9378616333,83.8679580688,-5.9138746261
2.0089209079,83.7975769042,-5.6272602081
2.1039147377,84.0355606079,-5.9954314231
1.8270157814,83.7760696411,-6.1071691513
1.9960748672,83.61819458,-6.1098828315
2.0512003898,83.59815979,-5.8807725906
2.2563624382,83.7440185546,-5.9244537353
2.0764696598,83.7653808593,-5.8835310935
1.8901009559,83.8639297485,-6.0296444892
2.1780154705,83.631942749,-6.0811390876
2.1187808513,83.6033401489,-6.0483140945
1.7991600036,83.7334976196,-6.1441392898
1.8820180892,83.6176071166,-6.6574707031
2.0703172683,83.0709152221,-6.0503087043
1.9953356742,83.6724777221,-5.9597454071
2.0785357952,83.7313613891,-6.0562944412
2.0877604484,83.6370544433,-6.1439065933
2.1079769134,83.5475463867,-5.9928302764
1.9717034339,83.7345428466,-5.8947567939
2.0206298828,83.8118591308,-5.8788585662
2.138231039,83.7874298095,-5.9011025428
2.185783863,83.7500457763,-5.6997566223
1.8058969497,84.0648345947,-6.1651468276
1.896808052,83.5931472778,-5.9475855827
2.0203361511,83.7619400024,-5.9862246513
2.0464160442,83.7168807983,-6.044098854
1.9569984436,83.6903762817,-5.9698815345
2.0590395927,83.7282180786,-6.0247392654
1.9959048271,83.6965866088,-5.8794002532
2.1024272441,83.7991485595,-6.1389846801
2.2846488952,83.4922561645,-5.9981870651
1.8551430702,83.7651214599,-5.8671131134
2.1302626132,83.8012161254,-6.0000596046
2.1326694488,83.6752166748,-5.9619216918
2.2424545288,83.6730880737,-6.0985250473
1.9932595252,83.6272964477,-5.8916149139
1.8475479125,83.8691864013,-5.9470858573
2.0019071102,83.7683563232,-5.980723381
1.9722169876,83.7458877563,-5.8617954254
1.9599826812,83.8626785278,-5.7580881118
2.1936490535,83.8812179565,-5.9235758781
2.1383910179,83.7453155517,-5.980948925
2.0859074592,83.7088851928,-6.0016388893
1.892854309,83.75050354,-5.7537503242
1.9105034828,83.98097229,-5.9654097557
2.0217218399,83.744606018,-5.7699837684
1.8931908607,83.9710083007,-5.7926416397
1.9279596328,83.9385147094,-6.0392546653
2.1048734188,83.6475219726,-6.3772325515
1.9585617065,83.3720474243,-6.0278391838
1.9513824462,83.7075958251,-5.9760789871
2.0794644355,83.7156219482,-5.9469213485
1.8885341644,83.8040008544,-5.8085918426
2.1425909996,83.8519439697,-5.701218605
2.1792135238,83.9395599365,-5.9700679779
2.0827817916,83.7201995849,-6.0366477966
2.3891768455,83.5501327514,-5.9880504608
2.0883762836,83.7013626098,-6.254936695
1.8785007476,83.5125656127,-6.1340565681
1.9050840377,83.620399475,-6.1174364089
1.9585986137,83.6200408935,-5.6587080955
1.9108204841,84.071029663,-6.2531757354
2.0533277988,83.4614257812,-5.9911518096
2.0211429595,83.7203979492,-6.1263794898
1.8933211326,83.6312408447,-5.9555535316
1.8368224143,83.8113174438,-5.9944481849
2.2852253913,83.6273956298,-6.1350359916
2.1457033157,83.5434951782,-6.0745940208
2.0305850505,83.6382369995,-5.928577423
2.1052639484,83.7518463134,-5.9858937263
1.9286664962,83.7545547485,-5.9821081161
2.3401854038,83.6189804077,-6.1403932571
2.1523451805,83.5362243652,-5.8064804077
1.9643939971,83.9137191772,-6.0661664009
1.9733189582,83.6643066406,-5.7674722671
1.8242752075,83.9946746826,-6.164609909
2.228041172,83.4878234863,-6.0294399261
2.0607726573,83.671295166,-5.8124527931
2.0204467773,83.8897628784,-5.9444422721
2.0325472354,83.7609558105,-6.1730127334
2.3127357959,83.4504623413,-5.8887729644
1.987086296,83.8284072875,-6.0522580146
2.2779140472,83.5759124755,-5.9423761367
1.8957748413,83.8061218261,-5.8888759613
1.8331085205,83.8761367797,-6.041788578
1.8422452926,83.7272338867,-6.1781001091
2.0603733062,83.5305023193,-5.7598137855
2.0988564491,83.9129104614,-6.0161132812
2.0293498039,83.6940917968,-6.0201601982
1.8900819778,83.7336654663,-6.1596527099
2.202943325,83.5010375976,-5.815293312
1.9942869186,83.8956680297,-6.0184469223
1.9711402893,83.7103652954,-6.0831513404
1.8109322547,83.6967163085,-6.0277900695
1.9650177001,83.7033996582,-6.0512638092
2.0092003345,83.6671829223,-5.938445568
2.194514513,83.7119522094,-6.1300821304
2.044413805,83.5811691284,-5.7220873832
2.02703166,83.9728775024,-5.896903038
2.0579948425,83.7975387573,-5.9699821472
1.8057041168,83.8066635131,-5.9683914184
1.8595360755,83.792274475,-5.9185972213
2.001532793,83.7954788208,-5.9282131195
1.9184940338,83.8126144409,-5.8419733047
2.1619737148,83.8138504028,-6.0864090919
1.8622340202,83.6786651611,-5.9220666885
2.0660881996,83.7710876464,-5.9601345062
1.9107123374,83.7846145629,-6.0828394889
2.0514132976,83.6237335205,-5.8831691741
2.2131106853,83.757232666,-5.6891193389
2.1525588035,83.9604034423,-5.9816899299
1.88156147,83.7729492187,-6.1765270233
2.0871450901,83.5234146118,-5.8830237388
1.7443664073,83.9077148437,-6.0475230216
1.7948722839,83.7354888916,-6.084385395
1.7061415672,83.7248382568,-6.0068416595
2.0308392047,83.7024002075,-6.1100053787
2.0105893611,83.6109466552,-6.3093094825
2.0311396121,83.4149322509,-5.8897585868
2.235822916,83.7429885864,-6.3227462768
2.0674958229,83.3908309936,-5.9319138526
1.9152826309,83.8100891113,-6.0054497718
1.8217557907,83.7680206298,-5.7505626678
2.013818264,83.9504241943,-6.1464362144
2.0998885631,83.5477905273,-6.1948785781
2.0704717636,83.5113601684,-5.6784644126
2.0768780708,83.9969558715,-6.1878094673
2.0000588893,83.5402297973,-6.0422096252
1.9063194274,83.7077102661,-6.1239070892
1.9019426345,83.6310272216,-6.0919222831
2.0770406723,83.606842041,-5.9862556457
2.1833155155,83.670928955,-6.0386452674
2.0957994461,83.6510925292,-5.9777956008
2.166606903,83.684638977,-6.1554088592
2.0482981204,83.5558853149,-6.1121296882
1.8209621429,83.6660461425,-6.1479406356
2.1910479068,83.5161056518,-6.0684723854
2.1238889694,83.6136016845,-6.0148730278
2.1700882911,83.6485595703,-6.0682091712
2.2565321922,83.5685119628,-5.8972969055
1.9490485191,83.8324508666,-6.0984296798
2.1247854232,83.5850143432,-6.0755581855
2.153635025,83.596961975,-6.0233011245
2.0181245803,83.6908798217,-6.2091312408
1.8798656463,83.5560379028,-5.9354200363
2.0208642482,83.7732925415,-6.0598073005
2.1344680786,83.6182556152,-6.3811173439
2.3016414642,83.2588806152,-5.9344558715
1.9520903587,83.7961883544,-5.8758068084
1.9373555183,83.856552124,-6.3319497108
2.0159847736,83.3980178833,-5.7474713325
1.6203137397,84.0726623535,-6.0549702644
2.0601854324,83.6473083496,-6.2508149147
2.3076157569,83.3793029785,-6.0455560684
2.2035613059,83.6082077026,-6.2262191772
2.1126873493,83.4680709838,-5.8186678886
2.0368840694,83.8784408569,-6.0584273338
2.1203851699,83.6242599487,-6.0038919448
2.057103157,83.6966705322,-5.8496909141
1.946889019,83.8783416748,-6.1513662338
2.3200256824,83.4681549072,-6.1986765861
2.2217376232,83.4579010009,-6.0140304565
2.0104677677,83.7021179199,-6.1940331459
1.8153237342,83.5890884399,-6.0709218978
2.0112147331,83.6478729248,-5.8840899467
2.1215651035,83.7882232666,-6.1063857078
1.9365382194,83.6373214721,-6.3432230949
2.1964826583,83.3299484252,-6.1938772201
1.947515583,83.5505218505,-6.0195856094
2.0624623298,83.6800689697,-6.1355090141
1.9055335998,83.6188735961,-6.2420444488
2.1221017837,83.4500274658,-5.9439158439
2.1655421257,83.7168655395,-6.0294003486
1.8886987686,83.7252578735,-6.208884716
1.9479254722,83.5360794067,-6.108590126
1.8648241996,83.656677246,-6.207209587
2.0018963813,83.521194458,-6.0222625732
2.0948631763,83.6668853759,-5.9951195716
1.7139119148,83.8086242675,-6.0856642723
2.0659606456,83.6163558959,-5.8280053138
1.903424263,83.9126434326,-6.0247802734
2.0049736499,83.6936645507,-5.4948983192
1.8291392326,84.2525329589,-6.3706679344
2.0924830436,83.3374328613,-6.175476551
2.1591064929,83.5008392333,-6.0353240966
2.0448389053,83.6708831787,-6.1576900482
1.9354261398,83.5887145996,-6.1183123588
2.2261135578,83.5320281982,-6.2100481986
2.0300691127,83.509727478,-6.1157021522
2.1572935581,83.5578689575,-6.1574254035
2.1079235076,83.5347671508,-6.1611099243
1.9049872398,83.5945739746,-6.1786141395
2.2926430702,83.4522857666,-5.8952555656
1.9848290443,83.8229904174,-5.9653935432
1.8534809112,83.7969512939,-6.1358404159
1.8103219032,83.6463546752,-5.9526848793
2.2305095195,83.6859588623,-5.8371434211
2.0562500953,83.8545455932,-5.9504756927
1.8394721984,83.8153839111,-6.1916604042
1.9247198104,83.5594940185,-6.0628342628
2.0947060585,83.6285934448,-6.0409417152
2.0375120639,83.6679229736,-5.8660111427
1.947761631,83.8625717163,-6.0177984237
1.9707125663,83.711112976,-5.9969873428
2.0002920627,83.721534729,-5.9946761131
1.8498456954,83.7700500488,-6.1363015174
2.0828182697,83.562927246,-5.8678393363
2.10703516,83.808479309,-6.1695370674
2.0937891006,83.5278930664,-6.0347929
2.1810340881,83.6260681152,-5.8987431526
1.9358867645,83.8352203369,-6.1583390235
1.8633160591,83.6095046997,-5.9448370933
1.837735176,83.8212890625,-5.9924783706
2.0668082237,83.7042922973,-6.3827614784
1.9005174636,83.3836898803,-6.1269059181
2.1387898921,83.5534667968,-6.1808514595
1.9934255599,83.5489044189,-6.0539689064
2.0010371208,83.6671981811,-6.0206193923
2.3308784961,83.5864715576,-5.8198060989
2.0324969291,83.8788223266,-6.0080275535
1.8991807937,83.7424850463,-6.1092357635
2.0829238891,83.5885314941,-6.2147169113
2.1041820049,83.4817123413,-6.0119409561
2.0007147789,83.7072143554,-6.2030873298
2.2233133316,83.4532089233,-5.7846245765
1.9752675056,83.9309005737,-6.2022266387
2.0729191303,83.5036010742,-5.9122037887
1.8224992752,83.8570022583,-4.7685818672
2.4093141555,84.7004547119,-6.3277444839
1.5146710872,83.5377044677,-6.0765428543
1.963440895,83.6575012207,-5.8625836372
1.9240565299,83.8733062744,-5.8770589828
1.978721714,83.8422012329,-5.8430356979
2.2440049648,83.7837219238,-6.2444844245
2.1457703113,83.4400024414,-5.8707184791
2.0808527469,83.8146133422,-5.9236898422
2.2383441925,83.7103424072,-6.1543049812
1.989266777,83.5754699707,-6.1539883613
2.1386814117,83.5279083251,-5.9820408821
1.9998699188,83.7358627319,-5.7991070747
2.0982093811,83.8761825561,-6.1453604698
2.1084737777,83.546005249,-5.8855342864
1.994985485,83.8289260864,-6.0605740547
1.9307002067,83.6827850341,-6.3428106307
1.9250778198,83.4148406982,-6.047235012
2.0987710952,83.641998291,-6.1520228385
2.1014294624,83.5419921875,-5.7759289741
2.0626955032,83.9100952148,-5.9839367866
1.8643635749,83.7759780883,-5.9656877517
1.9989761352,83.7516555786,-5.7471065521
1.8537620544,84.0050506591,-6.1707811355
2.0533957481,83.5396728515,-5.8918275833
2.06030941,83.8015670776,-6.3272271156
2.0780923366,83.3832473754,-6.1966705322
2.0665149688,83.5109252929,-6.1621103286
1.7245024681,83.6449813842,-6.0016059875
1.9113978385,83.744895935,-5.8747863769
2.1095218658,83.8010864257,-5.9871940612
2.1378111839,83.6856079101,-5.9400906562
1.8994160652,83.8071899414,-6.0988903045
1.7395215034,83.7017211914,-6.1186380386
1.8951592445,83.638092041,-5.8616762161
2.1879954338,83.7862472534,-6.0544118881
2.1012539863,83.6343917846,-5.860311985
1.9867138862,83.8554992675,-6.0771970748
2.0223593711,83.638381958,-6.1148896217
1.9941465377,83.6114578247,-6.0600409507
2.224766016,83.5872650146,-7.7353506088
2.5355055332,81.9005203247,-6.362622261
1.7932698726,83.4331359863,-6.4162130355
2.0936963558,83.2937469482,-6.0828928947
2.2603754997,83.5533905029,-6.1845674514
2.0806419849,83.5178756713,-5.5814781188
2.289624691,84.0100402832,-6.5299563407
2.1634490489,83.1636734008,-6.1835622787
2.0485858917,83.5290679931,-5.9782161712
2.0576913356,83.7207794189,-6.3730077743
1.8581175804,83.405128479,-6.7595763206
2.0943450927,82.9661636352,-6.1538782119
2.1658997535,83.5189666748,-6.069879055
2.2024049758,83.5857391357,-6.0265936851
2.0827460289,83.6667938232,-6.0956420898
2.2277982234,83.5527648925,-5.9991502761
2.178053379,83.660621643,-6.0659136772
2.0413076877,83.6430282592,-6.963578701
1.9464655876,82.8125534057,-5.6141171455
2.2998154163,83.9759292602,-6.2700467109
2.0590274333,83.4435958862,-5.9834065437
2.0139384269,83.7300567626,-5.87575531
2.2188181877,83.7621536254,-6.1344771385
1.874928379,83.6289367675,-6.2204728126
2.0061588287,83.5072479248,-6.2247095108
2.2386908531,83.4276123046,-6.0244722366
2.0867385864,83.6674804687,-6.1912665367
2.3093507289,83.4345474243,-6.2341752052
2.0290060043,83.4871063232,-6.1607942581
2.0908322334,83.5371322631,-6.2548017501
2.1989486217,83.4126586914,-6.2008090019
2.0588066577,83.5094451904,-5.9000372886
1.9771402359,83.8209152221,-6.0009446144
2.08334136,83.6908493041,-6.1376681327
1.9923574447,83.5903396606,-6.1982321739
1.962514019,83.5418243408,-6.2586755752
1.9693137168,83.4821014404,-5.8554973602
2.1619212627,83.8011779785,-6.2959723472
1.9767076492,83.4442672729,-6.0889878273
2.3119969367,83.5293960571,-6.0935282707
1.9958654403,83.6312255859,-6.0424375534
2.0608952045,83.6589431762,-5.9086489677
1.9118055343,83.8333053588,-6.0151443481
2.0923953056,83.6744308471,-6.2384796142
2.0075318813,83.4896697998,-5.9659852981
2.2847990989,83.6541595458,-5.9998779296
1.9876338958,83.7228164672,-6.2479748725
2.0110237598,83.4795455932,-6.1811785697
2.1113538742,83.5111618041,-6.3871598243
2.1251375675,83.3114318847,-6.3456950187
1.9614905357,83.4013290405,-6.0897717475
2.1217787265,83.5941925048,-6.1623029708
2.0777564048,83.5399169921,-6.2388420104
2.026084423,83.4835739135,-6.3025455474
1.8614722251,83.4718170166,-7.1195535659
1.9395099639,82.6640014648,-6.0579900741
2.2290160655,83.5877151489,-6.1646938323
2.0195245742,83.5561523437,-6.1929864883
1.8749954223,83.5729217529,-5.9847736358
2.0280132293,83.7242279052,-6.2773909568
2.1837344169,83.3963851928,-6.2707524299
1.9916634559,83.4637908935,-6.2541832923
2.0313739776,83.4673309326,-6.327050209
2.1278085708,83.367614746,-6.1784119606
1.9785703659,83.5558090209,-6.0391221046
1.8223942756,83.7355957031,-6.1421723365
2.0711722373,83.5611190795,-6.0488796234
1.9948657989,83.6739807128,-6.30838871
1.9686245918,83.4348449707,-6.2995223999
1.9202150344,83.4577026367,-6.3149590492
2.1554517745,83.3701324462,-6.0318102836
1.8255843162,83.7416687011,-6.0441784858
1.9795400619,83.683265686,-6.3016409873
2.0375039577,83.4202575683,-5.9106068611
2.0170922279,83.7980194091,-6.2411341667
2.1403734683,83.4449386596,-6.2979493141
2.2676386833,83.3487854003,-6.3073496818
2.1621675491,83.3751449584,-6.275899887
2.0517601966,83.4403076171,-6.2660598754
2.0578999519,83.4477386474,-6.2073378562
2.328952074,83.412574768,-6.2568311691
2.0638179779,83.4546508789,-6.1440415382
1.9627142906,83.593421936,-6.1542391777
1.8986682891,83.6030197143,-6.1668314933
2.0384902954,83.5481491088,-6.2381138801
1.8218317031,83.544921875,-5.9317307472
2.110311985,83.7471694946,-6.0955715179
1.9784041404,83.6347427368,-6.4805135726
2.011072874,83.2577056884,-6.4046015739
2.2763862609,83.2453384399,-6.2080039978
2.0161049365,83.5160293579,-6.170076847
2.0486378669,83.5418548583,-6.3362631797
2.0674414634,83.377998352,-6.0524363517
1.8549576759,83.7133102416,-6.0437974929
2.0384726524,83.6649093627,-6.1819047927
2.0117557048,83.5422134399,-6.1804857254
2.1977319717,83.4831695556,-6.1108908653
2.0289931297,83.6042861938,-6.1664433479
2.0428740978,83.54712677,-6.1613106727
1.9551727294,83.5792694091,-6.1080741882
2.4719624519,83.452796936,-5.965657711
1.9534741401,83.766090393,-6.2219500541
2.0066332817,83.5056915283,-6.0861678123
2.1661739349,83.5827407836,-6.0460176467
2.2024338245,83.6081619262,-6.0556998252
1.9198778152,83.6907272338,-6.2929472923
2.012289524,83.4363174438,-6.2149834632
2.0363633632,83.5030593872,-6.1757979393
1.9869833946,83.5557098388,-6.1191091537
2.1544897556,83.5555953979,-6.2537946701
1.9397104263,83.4956512451,-6.127851963
2.1296284198,83.5556106567,-6.3475375175
2.2435011863,83.3102264404,-6.0049586296
2.3248343467,83.6032791137,-6.3526620864
2.0910611152,83.3549957275,-6.3026666641
2.1924958229,83.369606018,-6.4245800971
2.2424199581,83.2378540039,-6.3565735816
2.2515175342,83.299003601,-6.2132277488
2.0402567386,83.503501892,-6.325205326
1.8386096954,83.4565429687,-6.2189016342
1.7658641338,83.5789947509,-6.5030121803
2.0682458877,83.2189559936,-6.3255753517
2.1092593669,83.3749542236,-6.2655711174
2.0210723876,83.4596939086,-6.1094179153
2.5928149223,83.4049453735,-6.2327861785
2.0648963451,83.4771423339,-6.2220087051
2.0567560195,83.4899597167,-6.1768951416
2.0826592445,83.5245056152,-6.3601150512
2.1298310756,83.3356018066,-6.474761486
1.9142244338,83.2915267944,-6.1921167373
2.1057765483,83.5026092529,-6.427819252
2.1113593578,83.2771682739,-5.8800935745
2.179564476,83.7719345092,-6.2922554016
1.7944723129,83.5005264282,-6.3781490325
2.1085407733,83.3252563476,-6.3491506576
1.8359018325,83.4342956542,-6.1696887016
1.9584482192,83.5702819824,-5.94099617
2.1223592758,83.7343673706,-6.0865955352
2.0572800636,83.6182785034,-6.2576498985
2.1413300037,83.428993225,-6.1738891601
2.0003407001,83.5533905029,-6.1318955421
1.9768512725,83.6006469726,-6.1159710884
2.0895154476,83.5800094604,-6.1540169715
1.8484170913,83.617980957,-6.1483650207
1.9777357101,83.5846939086,-6.1976537704
2.1122975349,83.4952545166,-6.1742792129
2.1810493469,83.4946365356,-6.2700467109
2.0590274333,83.4435958862,
