HRLM,TC,GSR
,33.8125,
,33.6875,
,33.625,
,33.6875,
,33.6875,
,33.5625,
,33.5,
,33.75,
,33.5625,
,33.625,
,33.6875,
,33.625,
,33.75,
,33.625,
,33.625,
,33.625,
,33.6875,
,33.6875,
,33.75,
,33.6875,
,33.75,
,33.5,
,33.75,
,33.6875,
,33.5625,
,33.6875,
,33.75,
,33.625,
,33.75,
,33.75,
,33.625,
,33.6875,
,33.6875,
,33.75,
,33.625,
,33.5625,
,33.625,
,33.625,
,33.6875,
,33.5625,
,33.625,
,33.8125,
,33.625,
,33.625,
,33.75,
,33.75,
,33.75,
,33.625,
,33.6875,
,33.75,
,33.625,
,33.6875,
,33.75,
,33.6875,
,33.75,
,33.6875,
,33.75,
,33.625,
,33.625,
,33.6875,
,33.5,
,33.5625,
,33.75,
,33.6875,
,33.625,
,33.4375,
,33.6875,
,33.5,
,33.625,
,33.5,
,33.625,
,33.6875,
,33.5625,
,33.8125,
,33.6875,
,33.625,
,33.6875,
,33.625,
,33.625,
,33.75,
,33.625,
,33.6875,
,33.75,
,33.6875,
,33.6875,
,33.75,
,33.625,
,33.8125,
,33.625,
,33.5625,
,33.75,
,33.75,
,33.625,
,33.6875,
,33.75,
,33.6875,
,33.5625,
,33.625,
,33.6875,
,33.75,
,33.6875,
,33.6875,
,33.625,
,33.625,
,33.625,
,33.75,
,33.5625,
,33.75,
,33.6875,
,33.6875,
,33.625,
,33.6875,
,33.625,
,33.6875,
,33.625,
,33.75,
,33.8125,
,33.75,
,33.75,
,33.625,
,33.75,
,33.625,
,33.6875,
,33.75,
,33.75,
,33.75,
,33.6875,
,33.625,
,33.75,
,33.8125,
,33.8125,
,33.8125,
,33.6875,
,33.8125,
,33.625,
,33.8125,
,33.625,
,33.625,
,33.75,
,33.6875,
,33.6875,
,33.8125,
,33.75,
,33.8125,
,33.625,
,33.625,
,33.6875,
,33.875,
,33.6875,
,33.6875,
,33.75,
,33.8125,
,33.8125,
,33.6875,
,33.625,
,33.75,
,33.6875,
,33.6875,
,33.75,
,33.625,
,33.625,
,33.75,
,33.6875,
,33.75,
,33.625,
,33.6875,
,33.5625,
,33.6875,
,33.8125,
,33.625,
,33.875,
,33.75,
,33.75,
,33.8125,
,33.75,
,33.8125,
,33.625,
,33.875,
,33.75,
,33.625,
,33.6875,
,33.6875,
,33.6875,
,33.8125,
,33.6875,
,33.75,
,33.6875,
,33.6875,
,33.6875,
,33.6875,
,33.75,
,33.75,
,33.75,
,33.75,
,33.75,
,33.8125,
,33.8125,
,33.625,
,33.875,
,33.6875,
,33.75,
,33.8125,
,33.6875,
,33.75,
,33.8125,
,33.75,
,33.75,
,33.6875,
,33.75,
,33.6875,
,33.875,
,33.8125,
,33.8125,
,33.6875,
,33.8125,
,33.625,
,33.625,
,33.8125,
,33.6875,
,33.8125,
,33.8125,
,33.75,
,33.4375,
,33.75,
,33.75,
,33.75,
,33.75,
,33.625,
,33.75,
,33.9375,
,33.875,
,33.8125,
,33.75,
,33.8125,
,33.75,
,33.8125,
,33.6875,
,33.6875,
,33.625,
,33.8125,
,33.8125,
,33.75,
,33.75,
,33.875,
,33.875,
,33.75,
,33.875,
,33.625,
,33.75,
,33.8125,
,33.8125,
,33.75,
,33.75,
,33.8125,
,33.75,
,33.875,
,33.75,
,33.75,
,33.8125,
,33.75,
,33.75,
,33.6875,
,33.6875,
,33.6875,
,33.625,
,33.6875,
,33.875,
,33.75,
,33.75,
,33.8125,
,33.6875,
,33.625,
,33.625,
,33.75,
,33.8125,
,33.75,
,33.6875,
,33.75,
,33.75,
,33.8125,
,33.8125,
,33.875,
,33.875,
,33.6875,
,33.75,
,33.75,
,33.875,
,33.6875,
,33.875,
,33.75,
,33.75,
,33.8125,
,33.6875,
,33.6875,
,33.875,
,33.75,
,33.75,
,33.75,
,33.8125,
,33.75,
,33.75,
,33.6875,
,33.75,
,33.8125,
,33.6875,
,33.8125,
,33.75,
,33.6875,
,33.75,
,33.75,
,33.875,
,33.75,
,33.8125,
,33.6875,
,33.75,
,33.6875,
,33.6875,
,33.6875,
,33.75,
,33.625,
,33.75,
,33.6875,
,33.75,
,33.75,
,33.8125,
,33.6875,
,33.75,
,33.6875,
,33.625,
,33.8125,
,33.75,
,33.6875,
,33.5625,
,33.9375,
,33.75,
,33.6875,
,33.625,
,33.8125,
,33.6875,
,33.6875,
,34,
,33.6875,
,33.625,
,33.6875,
,33.625,
,33.6875,
,33.8125,
,33.8125,
,33.75,
,33.75,
,33.8125,
,33.9375,
,33.8125,
,33.75,
,33.8125,
,33.8125,
,33.75,
,33.6875,
,33.9375,
,33.75,
,33.8125,
,33.6875,
,33.8125,
,33.625,
,33.8125,
,33.75,
,33.6875,
,33.625,
,33.6875,
,33.75,
,33.8125,
,33.875,
,33.8125,
,33.6875,
,33.8125,
,33.8125,
,33.875,
,33.75,
,33.75,
,33.6875,
,33.75,
,33.625,
,33.625,
,33.6875,
,33.75,
,33.75,
,33.875,
,33.8125,
,33.75,
,33.6875,
,33.6875,
,33.6875,
,33.75,
,33.6875,
,33.75,
,33.8125,
,33.6875,
,33.75,
,33.6875,
,33.8125,
,33.6875,
,33.625,
,33.8125,
,33.625,
,33.625,
,33.8125,
,33.6875,
,33.625,
,33.8125,
,33.75,
,33.75,
,33.6875,
,33.8125,
,33.8125,
,33.875,
,33.6875,
,33.8125,
,33.75,
,33.8125,
,33.75,
,33.6875,
,33.6875,
,33.6875,
,33.8125,
,33.75,
,33.5625,
,33.8125,
,33.75,
,33.8125,
,33.6875,
,33.6875,
,33.6875,
,33.625,
,33.6875,
,33.75,
,33.75,
,33.8125,
,33.6875,
,33.6875,
,33.5,
,33.75,
,33.8125,
,33.5,
,33.6875,
,33.75,
,33.9375,
,33.75,
,33.6875,
,33.8125,
,33.6875,
,33.6875,
,33.75,
,33.875,
,33.75,
,33.6875,
,33.6875,
,33.625,
,33.8125,
,33.875,
,33.6875,
,33.8125,
,33.6875,
,33.625,
,33.75,
,33.8125,
,33.6875,
,33.75,
,33.6875,
,33.875,
,33.625,
,33.8125,
,33.8125,
,33.8125,
,33.6875,
,33.625,
,33.6875,
,33.6875,
,33.8125,
,33.75,
,33.8125,
,33.75,
,33.625,
,33.75,
,33.6875,
,33.75,
,33.75,
,33.8125,
,33.6875,
,33.75,
,33.6875,
,33.625,
,33.8125,
,33.8125,
,33.8125,
,33.5625,
,33.8125,
,33.75,
,33.625,
,33.75,
,33.8125,
,33.75,
,33.8125,
,33.6875,
,33.9375,
,33.5625,
,33.625,
,33.6875,
,33.5625,
,33.625,
,33.625,
,33.6875,
,33.6875,
,33.75,
,33.75,
,33.5625,
,33.6875,
,33.6875,
,33.8125,
,33.8125,
,33.8125,
,33.75,
,33.6875,
,33.6875,
,33.75,
,33.625,
,33.75,
,33.8125,
,33.75,
,33.875,
,33.75,
,33.6875,
,33.6875,
,33.625,
,33.5625,
,33.6875,
,33.75,
,33.6875,
,33.75,
,33.625,
,33.625,
,33.625,
,33.75,
,33.6875,
,33.625,
,33.75,
,33.6875,
,33.6875,
,33.6875,
,33.75,
,33.8125,
,33.625,
,33.6875,
,33.6875,
,33.6875,
,33.8125,
,33.625,
,33.75,
,33.6875,
,33.75,
,33.6875,
,33.6875,
,33.6875,
,33.625,
,33.625,
,33.625,
,33.625,
,33.5625,
,33.625,
,33.8125,
,33.625,
,33.875,
,33.6875,
