emg1,emg2,emg3,emg4
0.031361295841634274,-0.8646952174603939,0.08388020098209381,-2.050475592724979
0.031361295841634274,-0.8646952174603939,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.055745953693986
0.031361295841634274,-0.8594246627762914,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.045205231755972
0.03663395484909415,-0.8699657721444964,0.0786111643537879,-2.045205231755972
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.045205231755972
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.039934870786965
0.031361295841634274,-0.8646952174603939,0.08388020098209381,-2.039934870786965
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.045205231755972
0.031361295841634274,-0.8699657721444964,0.08388020098209381,-2.045205231755972
0.031361295841634274,-0.8699657721444964,0.0786111643537879,-2.045205231755972
0.031361295841634274,-0.8699657721444964,0.08388020098209381,-2.050475592724979
0.031361295841634274,-0.875236326828599,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.061016314662993
0.031361295841634274,-0.875236326828599,0.0786111643537879,-2.061016314662993
0.03663395484909415,-0.8805068815127015,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.8805068815127015,0.0786111643537879,-2.061016314662993
0.03663395484909415,-0.8910479908809066,0.0786111643537879,-2.061016314662993
0.03663395484909415,-0.8910479908809066,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.8963185455650091,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.9015891002491117,0.0786111643537879,-2.061016314662993
0.03663395484909415,-0.8963185455650091,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8963185455650091,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.8910479908809066,0.08388020098209381,-2.071557036601007
0.031361295841634274,-0.8910479908809066,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.885777436196804,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8805068815127015,0.08388020098209381,-2.076827397570014
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8805068815127015,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8805068815127015,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8805068815127015,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8805068815127015,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8805068815127015,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8805068815127015,0.08388020098209381,-2.071557036601007
0.031361295841634274,-0.8805068815127015,0.08388020098209381,-2.076827397570014
0.03663395484909415,-0.8805068815127015,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8805068815127015,0.0786111643537879,-2.066286675632
0.031361295841634274,-0.875236326828599,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.8699657721444964,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.071557036601007
0.031361295841634274,-0.8646952174603939,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8594246627762914,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.055745953693986
0.031361295841634274,-0.8699657721444964,0.0786111643537879,-2.061016314662993
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.8699657721444964,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.066286675632
0.031361295841634274,-0.8594246627762914,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.8594246627762914,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.061016314662993
0.031361295841634274,-0.8594246627762914,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.061016314662993
0.031361295841634274,-0.8594246627762914,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.071557036601007
0.031361295841634274,-0.8594246627762914,0.08388020098209381,-2.061016314662993
0.031361295841634274,-0.8646952174603939,0.08388020098209381,-2.055745953693986
0.031361295841634274,-0.8646952174603939,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.045205231755972
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.045205231755972
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.045205231755972
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.045205231755972
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.061016314662993
0.031361295841634274,-0.8594246627762914,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.8594246627762914,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8646952174603939,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.8594246627762914,0.0786111643537879,-2.071557036601007
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8594246627762914,0.0786111643537879,-2.071557036601007
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.076827397570014
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.076827397570014
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8594246627762914,0.08388020098209381,-2.076827397570014
0.031361295841634274,-0.8646952174603939,0.08388020098209381,-2.076827397570014
0.03663395484909415,-0.8646952174603939,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.066286675632
0.031361295841634274,-0.8646952174603939,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8646952174603939,0.08388020098209381,-2.071557036601007
0.03663395484909415,-0.8699657721444964,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8699657721444964,0.0786111643537879,-2.066286675632
0.031361295841634274,-0.875236326828599,0.08388020098209381,-2.066286675632
0.03663395484909415,-0.8699657721444964,0.0786111643537879,-2.066286675632
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.061016314662993
0.031361295841634274,-0.875236326828599,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.055745953693986
0.031361295841634274,-0.8699657721444964,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.875236326828599,0.0786111643537879,-2.055745953693986
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.875236326828599,0.0786111643537879,-2.061016314662993
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.061016314662993
0.031361295841634274,-0.875236326828599,0.08388020098209381,-2.061016314662993
0.031361295841634274,-0.875236326828599,0.08388020098209381,-2.061016314662993
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.055745953693986
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.050475592724979
0.031361295841634274,-0.875236326828599,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.8699657721444964,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.8699657721444964,0.0786111643537879,-2.050475592724979
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.050475592724979
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.045205231755972
0.03663395484909415,-0.875236326828599,0.08388020098209381,-2.039934870786965
